Id,SalePrice
1461,124767.09883311187
1462,155977.28171714433
1463,180063.12570350998
1464,183548.2354317586
1465,190891.99391554765
1466,174549.4918522946
1467,171052.963323051
1468,165877.10746472926
1469,188803.58999580602
1470,121234.2861152894
1471,201760.6526547456
1472,99201.05021098921
1473,98597.47512828246
1474,152513.18518716036
1475,138595.69485407692
1476,380418.10890392354
1477,260185.15801676924
1478,289332.1581462612
1479,285365.3065180105
1480,463301.68857144355
1481,323931.62188461097
1482,203748.2578764053
1483,166287.64533408012
1484,174284.52138549538
1485,177545.35670807748
1486,192493.79151294896
1487,339400.5424081633
1488,239725.60077028198
1489,202652.0180289882
1490,206062.96821283113
1491,190240.5854246675
1492,91914.63909255463
1493,186404.53595406646
1494,303381.43795344356
1495,303166.5020931011
1496,230336.56378635688
1497,182994.88343138722
1498,161344.82454656798
1499,160730.29778568275
1500,144982.20699606338
1501,169626.6884794521
1502,155880.93933561182
1503,283224.1527783185
1504,235670.83812960907
1505,224037.17063688763
1506,176413.61704936842
1507,231337.99045250672
1508,192683.55012389304
1509,160745.8461661721
1510,145028.577539924
1511,144811.76333701715
1512,166717.6374255918
1513,144962.507686639
1514,160131.945820052
1515,191505.31130783807
1516,162958.916581491
1517,158209.52291888074
1518,136317.01361896042
1519,224405.02340291016
1520,135069.28967665648
1521,137139.10220853388
1522,168722.75750298917
1523,112718.8673468406
1524,124085.36269875854
1525,127515.26340428728
1526,121577.94230530236
1527,105585.16587996848
1528,130122.6318340867
1529,144992.22934252728
1530,177095.24884920707
1531,110480.58652936493
1532,99990.50313301763
1533,139441.3849266343
1534,117193.28478100165
1535,152705.97008152519
1536,115036.69126896079
1537,70922.80771383381
1538,173222.9555018106
1539,209371.99502996338
1540,94179.98555531271
1541,143821.6170753661
1542,137998.22808251716
1543,218047.7681875535
1544,81253.05900681973
1545,101243.84093668801
1546,125455.41946276448
1547,129438.48091189614
1548,127376.6171176911
1549,108747.64492897676
1550,135735.71727879986
1551,114182.44212049172
1552,126119.20496780983
1553,145618.45623694267
1554,114373.06437117574
1555,163952.4130053048
1556,82158.48921411973
1557,106753.72918390518
1558,91505.86314267498
1559,83794.46849365527
1560,139669.74528541122
1561,121403.36598045606
1562,128980.65375240658
1563,122627.57411752008
1564,157148.0300501571
1565,147974.91802993254
1566,237669.26400840032
1567,75192.42153563055
1568,217093.43185284198
1569,133533.9418028812
1570,135970.2289575349
1571,133011.22006782124
1572,148284.63882666672
1573,257943.20108088324
1574,112747.50163160013
1575,217541.6412304086
1576,211777.93013636232
1577,196534.95376690535
1578,149107.95385767022
1579,140832.7803210483
1580,189041.73879990692
1581,145375.0185300077
1582,127568.35622297977
1583,330693.19507865043
1584,231876.17510052765
1585,141056.39364337426
1586,73984.32507616821
1587,106260.09564043363
1588,147071.25631374685
1589,93365.74291293373
1590,134082.69744292615
1591,100493.36972489867
1592,120686.7527292134
1593,125546.20054666293
1594,118739.43205842837
1595,116955.87734389605
1596,244283.90984360155
1597,178812.49170159362
1598,208341.79009483167
1599,185180.4936339253
1600,183943.27111997124
1601,67602.22331747368
1602,108116.65034940554
1603,82649.61969523187
1604,272660.465610065
1605,251680.52263905067
1606,162813.82329338157
1607,166804.95332111212
1608,210128.83558504394
1609,191386.2658074753
1610,149504.96845663816
1611,150215.98317849817
1612,163768.94815409946
1613,158681.4949668265
1614,123591.68296784147
1615,88287.98796993507
1616,75912.90764405396
1617,92271.21791034238
1618,125858.28966799415
1619,139691.87468512775
1620,153852.9670376169
1621,136402.69278846862
1622,137207.11831827898
1623,286374.81147679593
1624,208417.12320991975
1625,124633.18131567106
1626,168479.51188284782
1627,184270.7122518978
1628,281586.1265589747
1629,181366.37315706612
1630,352022.69354672055
1631,213874.45341107185
1632,247495.2536034634
1633,171315.44292523665
1634,178821.70208764216
1635,180806.0126795681
1636,155743.98889268475
1637,179025.598442012
1638,208268.80786227243
1639,179537.99453979603
1640,257457.09169986824
1641,181417.71968357277
1642,218680.24870032998
1643,227499.55473498235
1644,227187.48299915652
1645,181496.47237600453
1646,156492.81787077518
1647,170249.41216644653
1648,133003.67060168684
1649,136238.13230542367
1650,117729.26934382571
1651,122559.49153989372
1652,99444.89155132901
1653,101545.70500668364
1654,151620.32728642816
1655,154777.67926475615
1656,148395.5851203602
1657,151333.5343319428
1658,148908.86397713664
1659,143892.04608041883
1660,149336.27722013372
1661,437988.512195918
1662,405522.5687616918
1663,393516.35633886326
1664,397423.7916949348
1665,303383.45356158185
1666,329943.8720352994
1667,361619.5823046966
1668,331125.83448281226
1669,297218.6842246545
1670,354199.73069268395
1671,257671.37127157135
1672,431634.85115653946
1673,303923.75482988125
1674,247128.6941493346
1675,176828.88746081595
1676,178304.33814462446
1677,209210.71803990248
1678,427731.914011088
1679,380922.83577687206
1680,321028.348902692
1681,235967.4541355187
1682,311089.9362510343
1683,179499.5895260815
1684,175831.11296035536
1685,172905.8004204744
1686,177096.0852701167
1687,168137.17330840175
1688,186957.7077904431
1689,189872.826956377
1690,192809.55948950042
1691,177696.69845583916
1692,276922.14764393785
1693,170546.88535976014
1694,179441.80281623214
1695,168828.03778523003
1696,284356.97029180045
1697,171434.50915421988
